cluster_id,summary,original_reviews
288,the sandisk ultra is worth buying and is based on the name of the brand. don't try that on one of those solid black blacks if you want to keep track of which is which - i bought a bunch of them for many hours use with hi res video cameras.,"[""i bought a bunch of these for many many hours use with hi res video cameras and every one has been fast and flawless.plus, if you get more than one like me, you might want a way to keep track of which is which. notice there is a small blank area in the red to the right of the sandisk name. you can write a number there with a fine tip marker. don't try that on one of those solid black chips!"", 'after buying a generic card and having a terrible experience, i purchased the sandisk ultra. my only regret was not buying this product first. sandisk is a brand worth buying.']"
289,"the 32gb sd card was bought for a 4 months before it died on me. despite the rma policy, the card just stopped working as of right now, it's working really well.","['had the 32gb sd card for a 4 months before it died on me. tried to swap it out and said warranty was only 60 days long. last sandisk product i ever buy.', ""this sd card died shortly after i got it, but sandisk's rma policy is so awesome i had a new sd card within 2 days.the new card is fine and this was one of the best return experiences i've had."", 'i bought this on black friday last year and took a chance on it. what chance u say? i read some reviews that this card just actually stopped working for no reason and not due to abuse or misuse. i had this card in my acer iconia a500 and it just stopped working! even my computer doesnt recognize it. wtf sandisk?? this is an expensive part for this to occur. do not buy or if u do, be careful what u store on it! i only had music and movies on mine so nbd. but what if u had this in your phone with valuable pictures?', 'i bought a new underwater camera. so my 32 gb adata went to the camera and this sandisk went to my galaxy note 10.1. on our family vacation i took the newly purchased camera and the 32 gb adata. long story short a lot the photos and videos taken in cancun are gone. photos and video from top of a mayan ruin pyramid , snorkeling, family photos are all corrupted and gone. at first, i thought it was the camera until i placed the sandisk in and experimented with it. this sandisk was flawless! i will be staying away from lesser known brands and staying with sandisk going forward.', ""listen i got the sandisk after i had a kingston card in my phone samsung galaxy note 2 and it died after less than a year!!! luckily, my phone was synced to dropbox, otherwise i would've lost valuable pics including our first summer family vacation!!! so far, so good with the sandisk. it's been a few months. if there's a catastrophe, i'll update this review. but as of right now, it's working really well.""]"
290,"dropbox saved my data using dropsync pro.was using it with a galaxy note 2 t889 for the whole time, never was removed.","['i had it for a day before it died and lost all my data. not what i expected from sandisk or any microsd card in this case.', 'got the sdsdqu 064g affp a on december 28, 2012, died on may 20, 2013could not write to it or change any data, no matter what device i used. even after format full quick using disk manager easeus partition master 9.1.1 home edition, connected in a device or adaptor or usb adaptor when disconnected and reconnected no change. dropbox saved my data luckily had it syncing using dropsync pro .was using it with samsung galaxy note 2 t889 for the whole time, never was removed.', 'stopped working after a year and a half and lost a bunch of data. i have tried accessing the data useing multiple devices with no luck. look elsewhere for an micro sd card']"
291,"the card went bad while using my dslr but the next time she wanted to use my cell phone the phone told me he had no memory cards loaded. sandisk tech says the new card version will show that the memory card is made after march, 2013 - and it should be corrected if the problem is really fixed.","[""update providing an update with regard to sandisk support.i bought the memory card in aug 2012 see original review below . in may of 2013 while on my cruise to alaska the card went bad. during the sailing out of san francisco it was fine as i used it to take a panorama shot of the golden gate bridge. for most of the cruise i was using my dslr but the next time i wanted to use my cell phone, the phone told me i had no memory card loaded. any way, tested the card on my laptop when i got back and it couldn't recognize it. i contacted sandisk via email and provide them copy of my receipt from amazon along with the serial number on the back of the card very hard to read and no problems they told me to send them back the card and they sent me a brand new card which is now still functioning in my cell phone. great support provide by sandisk. no hassle as long as you can provide proof of purchase easy to do since amazon keeps my entire purchase history invoices online . one reason i buy directly from amazon itself vs other vendors either on amazon or elsewhere on the internet is that i have confidence that the memory cards sold by amazon itself are genuine. there may be incredible deals elsewhere on the internet but in some cases the deals are too good to be true and counterfeit cards are being sold.original review just received this today. removed it from the packaging and inserted it into my samsung galaxy s3 verizon and powered the unit back up and the storage was available. no formatting required. worked the first time out. settings showed 29.71gb of total space 32gb version and 29.71gb of free space. i like the fact that a sd adapter came with it. should i ever need to insert the card into my laptop it will come in handy. yes i can plug my phone directly to my laptop but if i ever swap this 32gb card out of my phone and replace it with a 64gb version, i can use this 32gb version via the adapter for other purposes."", 'my original two cards were manufactured in 2012 and over time started affecting the functionality of our phones. some internet research resulted in reading another review on amazon with similar problems and discussed to contact sandisk support for replacements due to a known silicon bug. the new cards arrived in about a week and we returned the old cards with the defects. only hassle was was trying to read the serial and date codes off of the car, but a phone with 4x zoom made it possible. sandisk customer support was easy to work with and the products new and old are fast and worked great.', 'i still own it but card went bad after 2 weeks of owning it, lost tons of music and data ect and lost all faith in sandisk products. i tried to get it replaced or money back but no return email from seller, so unhappy i lost over 20gigs of movies music and data. wish there would have been a reply from seller or amazon but i still have a dead sdcard with all my files stuck on it.', ""i just called sandisk and they say they have a new card version that corrects the problem. 1 866 sandisk 726 3475 sandisk tech says that the new package will show that the card is made after march, 2013 don't know if that includes march, but probably does , and it should be corrected. some older than late 2012 reportedly are ok. who knows.they even say that they will provide a free ups return label.of course, you are taking a risk as to whether the problem is really fixed, so keep backups. i don't know what i would do."", ""i bought two of these from a major electronics retailer to make sure i don't get a bootleg one and they both crapped out on me. i usually buy from amazon but i needed them rig away . so unless that company has bought a large batch of bootleg cards or maybe i'm retarded. i bought them from the same store but different locations. i have switched brands now. not taking anymore chances just in case a flood of bootleg ones hit the retail chains too. it worked fine at first but as the card filled up both times, both times they died and my pc or phone couldn't reformat it or recognize it. good luck if you buy this major name brand, i thought they were the best too but not for me i guess."", 'i am now awaiting a replacement from sandisk because it failed after the amazon return period. always had good luck with sandisk cards until now. phone and pc simply stopped seeing the card. lost all of my data which i fortunately had backed up elsewhere .', ""i bought his card in november 2012 and it just died. fortunately, i had backed up the files but for what i paid, i am dissappointed. no more sandisk products for me.update i realized that the reason this wasn't working was because i had an aosp rom on my note 2. when i went back to touch wiz, it could be recognized again. i've changed my rating from 1 to 5 stars it is working great.""]"
292,the card requires you to format in a windows computer to get it to work. the max it allows is 32gb at Fat32 - the maximum it will allow will be 32Gb if you format to fat32 on newer windows computers.,"[""i have read many places that this would not work on android tablets, but have found that the card requires you to format in a windows computer to get it to work. even tablets that are rated to 32gb have been found to read write this card to 64gb. you need to download a free partitioning program, and format using that to fat32. first erase the current partition, then repartition to 64gb, then format. you can't simply use windows to format to fat32 on newer windows computers, and even on older vista, the max it will allow is 32gb at fat32. using the partitioning software bypasses that 32gb limit and formats the whole card so that when you after insert into tablet reads something like 59.4gb formatted space. huge capacity for the money, and a fast card. search internet for formatting 64gb microsd card for android and read up on it."", ""i bought this to expand my 32gb dell xps 10 to 64gb. it fits easily into the micro sd slot and was recognized by windows rt upon boot up. i did reformat the card old habit , and haven't had any problems at all.""]"
293,SKIPPED_TOO_LONG,"['i have both the samsung skyrocket and note 2 android phones and this card works great. mine came formatted for exfat. android will need it formatted in fat 32. to do this use the format function built into the phone. after the format it works great!', 'purchased it for use on my samsung tab 2 as well as my note 3.the msd card came with 3 possible formatting ntfs fat exfat. the default is exfat, and there seemed to be some comments saying that certain devices might not be able to read exfat.being the smart alec i am, i decided to format it to ntfs, assuming that my android devices will work with it. tab2 was not able to read ntfs, and i had to reformat it back to fat in order to get it work.subsequently, i tried using those usb sd card reader those that looks like a tiny usb drive and realised that apparently the sd card formatting is too new, and it simply will not register as 64gb, but can only read up to 32gb.have not tried on note 3 yet, but should work seeing that the technology is pretty on par.', 'look how many highly positive reviews this card has just get this one. it is huge, it is fast and reasonably priced for a such a high speed chip.btw, this comes with the filesystem formatted to exfat. depending on your device, it may not like that and you need to format it to fat32. the problem is that windows does not support formatting fat32 filesystems above 32gb. so you can format this as fat32 under linux or use this tool in windows ...', 'got a really good deal on this humongous capacity card on black friday, thanks amazon, been waiting for the price to go down.using this on a galaxy s3 as fat 32. i was unable to get this recognized in the phone as an exfat. anyone having problems with this in the galaxy lineup of phones might want to try the fat 32 formatting.', ""whenever i get these cards, the first thing i do is connect it to my windows 7 or 8 computers, and run this program to format it to fat32. here's the link to the free program ... many phones, cameras and tablets, need the card to be in fat32 format, and sadly, it's not an option in windows these days. you can select ntfs or exfat, but no option for fat32 when it comes to this card.using that program, you can format the card, then load it with whatever music or videos, and the card will work fine in your device.the 4 cards i have have never failed me in the past year, recommended"", ""i had to use fat32format.exe in order to fully use this card in my samsung galaxy s3. the card comes with exfat format, which doesn't work when trying to use the card with recovery to load custom roms."", ""by default it's formatted in exfat, so don't expect your devices will recognize it if they don't support this system. the ms standard allows only 32 gb for fat32. but who cares? there are free tools to format all 64 as fat32. i personally used linux and got it done in couple minutes. it was recognized by samsung tablet note 10.1 right away. i will definitely buy one more for my other devices. one point to the people complaining about the speed. both your device and adapter should support the speeds over 20 mb s. if you try to use test this card using usb2, then don't complain. you got what you wanted."", ""plugged in and worked out of the box in my samsung note 2 verizon . using an app to test the speed while it's in my note, was hitting 8 15 mb s for writing avg high 8s , consistently in the 10mb s for reading, so this seems like a legit class 10, and i don't think the write test really worked the greatest for whatever reason. i'm with winxp still, but to anyone else wondering, the exfat format the card comes in is what you want, don't format to fat32 if you computer can't read it, your phone tablet etc. most likely will read it fine."", ""i bought this card because i hope to transition from a pc to a smartphone in the near future. for now i use an adapter to run it on the pc. the write times aren't as good as i had hoped, but they're acceptable overall. plenty of storage space for my files, some of my music, pics, that sort of thing. have also run portable applications on it and they seem to perform well for the most part. overall, a solid little card with just enough speed to get the majority of my tasks done.sidenote the card came formatted with exfat by default. the onyl way i could downgrade to fat32 was to use a third party app. for some reason, the card can't be read by my phone, but the phone is an older model samsung, so that could be the issue."", ""i bought these microsdxc cards for use in my tablet, however, my tablet only recognizes fat32 formatted cards and not the exfat that these cards use. i had suspicions about this based upon other reviewers' experiences. windows computers will not reformat in fat32 beyond the 32 gb limit. i was able to locate a small program that would reformat a drive to fat32 without the 32gb limitation fat32 can accommodate up to a 3 tb drive . i used the windows gui version of fat32format freeware and it quickly reformatted the memory card. now the card works in my tablet."", ""initially when i inserted the card into the samsung galaxy s3 it recognized it but it wasn't able to format it correctly. after doing some research i found a free program easeus partition master ... that will format the card into fat 32 since windows no longer allows you to do it by default. after formatting it into fat 32 the phone recognized the card and it works great now. i hope this helps anyone else that might run into this problem."", ""bought this card for my xperia v. you would have to format it on the phone before it works as exfat file system is not recognized by the phone. phone will format it to fat32 so you would have a limit of 4gb for each file. once formatted to fat32..my laptop sony vaio s13 didn't recognized the card anymore using the adapter, but using an external card reader writer using a sandisk imagemate all in one usb3.0 reader writer the card can be read and reformatted again. also, when connecting the phone via the usb cable to the laptop, the laptop recognizes the fat32 formatted card. lots of storage now for my phone for all those music and videos d"", ""i think this is probably a fine product, but it wasn't compatible with my samsung galaxy s3 phone. formatted as exfat as it came from the factory , didn't work at all, but that's a known problem with the gs3. but even after reformatting to fat32, the card caused my phone to reboot multiple times."", ""i got this card specifically to use for making clockworkmod philz recovery backups on my s4. i tried using my 64gb cards, but neither recovery properly supports exfat file systems. yes, you can reformat in fat32 if you really want to, but it's not optimal. besides, i don't really want to carry 10 gb of data backups around with me on a daily basis when i could carry music or videos instead. so now i leave this card safely tucked away on my desk and only use it when necessary. works great!"", ""phone does not recognize this card. followed suggestions of other's and formatted card to fat32. you have to have an exfatt reader on your pc. also the format selections on a windows 7 is ntfs or exfat no fat32 so i went to this site ... tried another site and got adware, which my norton blocked couldn't find the utility to do the exfat to fat32 conversion so i deleted all their added programs so beware of some of these sites. cnet is trustworthy though.after i formatted the card to fat32 i put it in phone and the phone recognized the card and shows 59.xx gb. so what the h l i formatted the card in the phone. bad idea. after formatting in the phone, i'm back to the phone not recognizing the card. back to the pc, format to fat32 and now every things hunky dory."", 'my s3 did not recognize card when it was formatted exfat. s3 seems to have problem supporting exfat format in higher capacity like 32gb or 64gb.when i inserted the sd card, it just kept saying that sd card was damaged and i just got stuck on unmounting sd card screen when i tried to format it on my phone.i just manually formatted the sd card to fat32 in windows 8 and inserted it into my phone.it runs smooth now. seems like a lot of people are having trouble to get the sandisk 64gb to work in s3. hope this helps.', ""samsung galaxy note can't read this card, have to be format in fat32. just google the small program to do the trick. work perfect."", 'the card works in the above mentioned phones but i did have to format it using another program downloaded for windows. windows will not let you format the card for fat32 which is the format you need to use for the phones to see the card. the also could not format the cards correctly on their own, but once i was able to format them properly, they worked perfectly.', 'i bought this an formatted it to fat32 so i can use it in a devices that say they only allow 32gb card. to do this you must find a program that will format card above 32gb into fat32. windows will not format anything 32gb and higher in fat32, so try this site for a program to do it in ...', ""the card arrived promptly in good condition. i don't use exfat so i reformatted it to ntfs but fyi some for example cameras only recognize fat32 so keep that in mind. i have used this for a few months now and have had absolutely no issues. a great value imho."", ""hi i ordered two card and they arrived the next day, even faster than prime. unfortunatey, this 64gb microsd card is designed to only work with ex fat. if you're an ex fat fan and don't ever plan to change, this is the card for you. i've been able to take all of the previous 64gb microsd cards i've ordered, put them in an adapter and format them in my windows 7 desktop. i'm a ntsf fan and find it to be much more stable in tablets.with other cards that aren't intentionally crippled, i can format the card to ntsf on monday, ex fat on tuesday, fat32 on wednesday. it's ex fat or the highway for sandisk.you can use easeus partition master to format the card to fat32 for devices such as cameras and mp3 players and many, many, many others that don't support ex fat. that being said, you only get one shot. once it's formatted into fat32, attempting to format back to exfat or ntsf hoses the card. i couldn't reformat to ntsf no matter what i tried. once again, don't bother trying to format in your computer, ex fat is the only choice.any card that needs a special utility to format to anything other than ex fat shouldn't be supported. don't buy it! it's designed to fail.shame on you sandisk!update 9 24 12 i spoke with sandisk technical support and they confirmed that sandisk ultra 64gb microsd cards are not compatible with android 4.0 and above. this would be for class 10, sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card 30mb s with adapter sdsdqua 064g u46a as well as sandisk 64gb mobile ultra microsdxc class 10 uhs 1 30mb s memory card with sd adapter new version retail packaging with komputerbay sdxc usb reader.i did not have any success formatting the class 10 card with easeus partition master. sandisk recommended the free utility, hpusbdisk.exe and i successfully downloaded it from softpedia. i was unable to format the card with ntsf but successfully converted one of the cards to fat32 for a friend who wants to use it in a sandisk mp3 player, that of course is not compatible with ex fat.acting on sandisk advice i am returning the unopened class ten cards with the komputerbay reader. i spoke with a patient and gracious tier one tech support person and the party line seems be that consumers only use microsd cards in phones. i don't know what they're thinking cameras, mp3 players, tablets, adapters and so on. anyway it's a known issue.i can confirm that the class 6 64gb microsd card can be formatted in windows7 back and forth to most any format so after returning four class 10 cards, i'm back to class six.it's still unconscionable to deliberately design these cards to be incompatible. i hope sandisk will come up with a solution or recall the cards. buyer beware.update 9 29 12 i received my two replacement class 6, 64gb microsd cards and it took less than five minutes to open the horrible packaging and to perform a quick format to ntsf. done!i gave my friend the class 10 64gb microsd card formatted into fat32 by hpusbdisk.exe and he couldn't read it on his computer. as it turns out, the class 10 cards are not only incompatible with most devices bur also with most usb card readers. another trip across town.i can confirm that the iogear sd microsd mmc card reader writer gfr204sd green gray selling on amazon for 6.99 works. so after countless hours of wasted effort, my friend has a card formatted to fat32 that works with a sandisk mp3 player.once again, sandisk has admitted that these cards are not compatible with androd 4.0 or above, that being 100 of android tablets and a majority of android phones. these cards are intentionally crippled by design.to quote a friend per the sdhc standard, the format is fat32. sdxc 64 gb and larger the spec calls for exfat. microsoft has limited the os to only format larger cards as exfat and will not allow fat32. also, seems they have found a way to also block ntfs. thus far, very few android devices can read exfat because they refuse to pay m for licensing of the exfat file system. to all masochists out there buy this card. to everyone else unsafe at any speed."", 'installed in samsung galaxy s3.latest verizon stock rom supports exfat, and you can format this your windows pc.you can also format this ntfs and use several 3rd party apps to mount automatically. suggest paragon .', ""i bought this to expand the limited memory of my dell venue pro. i use it to store mp4 videos and mp3 music and streaming playing both work very well. even the description explicitly says 34 reformat into file system other than exfat may cause instability 34 i'd hope to use it to remap my onedrive fka skydrive folder which requires it being reformatted to ntfs. the warning is correct between windows 8.1, the tablet and the sandisk microsdxc the os became unstable. once i'd reformatted and changed onedrive's location to it i rebooted windows 8.1 and windows 8.1 could not detect the card. i reformatted the card back to exfat and it works as expected."", ""i bought the 64gb ultra card to increase storage on my acer a500 android ice cream sandwich 4.0.3 tablet. it didn't work as android doesn't support its native exfat formatting from the factory. insert the card into an sd adapter and plug it into a pc or laptop under real windows. reformat this card to the ntfs format with windows format utility and android can then read and write any size file, even files over 5gb, to and from this card. you do not need to root or modify the android tablet in any way, except to have ver 4.0.3 operating system on it. this product is very fast reading and writing and has proven very reliable...a great value in some really serious storage space."", 'this was immediately recognized by my windows 8.1 laptop. i had to re format this from exfat to fat32 in order to have it be recognized by my samsung note 2 and my 7 34 android tablet.it took a long time to transfer 25 gb of video files from laptop ssd hard drive over to the sdxc card i imagined that it would happen more quickly. .. but it did work smoothly.overall, this is what i wanted and it was a great deal for the price!', ""make sure to format to fat32 to be compatible with both aosp and touchwiz roms. if you're not running any aosp roms, just pop the card in. it will be formatted to exfat automatically. i formatted to fat32 with guiformat in pc and haven't had any issues. optional search the xda developer forum for instructions on swapping internal sd card with external sd card and give your phone 64gb of internal space for those apps that won't move to sd."", ""64gb is pretty good size, and in a cell phone, it's awesome. however, getting it formatted as fat32 is not the easiest method. by default, windows 7 will not allow anything larger than 32gb to be formatted as fat32. even if you execute a dos command to format to fat32, it will fail. there is a fix though. ridgecrop consultants ltd has a program that can be downloaded. i would suggest that you support this free application by sending the guy a few bucks, as he has truly written a great program that works very well in windows 7. i have used his program, 34 fat32format 34 to successfully format this 64gb microsdxc disk. i then copied all of my contents from my old 12gb disk to this one. i inserted the disk into my phone, and whalla! it works great! very pleased with this purchase."", ""you need to format this card to fat32 before using it in your cell phone, otherwise it will not work. my samsung galaxy s3 kept giving me beef until i did so. it's handy to have a laptop sitting around that has a port that can take this card with its adapter in.luckily i had one such laptop lying around. otherwise, this card works great and holds quite a bit of space. giving it 4 stars for the initial grief with formatting it. iirc i used a tool called fat32 format, but it's on my laptop so i haven't checked."", 'i use them in my xperia tablet z, note ii, macbook with a nifty minidrive , and lumia 2520. a word to those who use custom roms on android devices, use a program that will format to fat32, it comes in exfat that has licensing restrictions but that should work with most stock roms.', ""this card runs great on my at t note ii, but it took some work to get exfat working. stock rom, rooted, custom kernel. i can't vouch for an unrooted, bone stock device. however if you use custom kernels and want the benefits of exfat, you have to find an exfat compatible kernel. i didn't realize this and thought the card was working, but after installing a compatible kernel, everything runs great.""]"
294,the card started failing in my galaxy note 2 in the beginning of january. after reformatting and trying it in other devices it still does not work. if you do buy this it would be wise to double check your backup process to make sure you have a backup.,"[""i bought this card, originally for my galaxy note ii, with the intentions of using it as my primary downloader, but i could not get it to format correctly for the phone, even using third party format software.i then tried it in my galaxy tab2 7.0plus......same problems.i finally, and ridiculously, put the card in my nikon d5100 camera. i could take a whopping 8k photos, on high large settings not that i would ever need to take that many photos in one session . this was the last option i had, to use the card.it worked well, taking photos of a holiday, and thankfully, it did not fail before i could get my photos onto a computer. since then, i have inserted it back in the camera, and reformatted like you always should , and bam, one photo is good, after that, failure, every single time. so now i have a 64gb card, that is capable of taking and storing one photo at a time, before i must run a fix file system on my computer.don't waste your money on this card, over priced, not really faster than the other cards i have, and zero longevity. this may be a one off, but i think it is a problem created by the proprietary format exfat, that makes this card a loser, or more to the point, the poor customer who buys it.update july 2012after contacting sandisk, they have offered an rma, but first they must verify that i have not tried to recover or wipe the data on the card, and i must ship it, at my expense, to taiwan. i have since emailed them in reply to the requested information date of purchase, photos of the card, packaging ect , and i told them that the data on their is my data, and if i could have accessed the card, i would have wiped it, why should i give them my information, stored on the card? that makes me less than happy, i am guessing that they want to discourage returns. who would want to send data to a company, not knowing who will access it, and what they will do with the information contained? i would have wiped the card, but it was unreadable, unable to format, unable to do anything. i will send it to them, hoping that the information is destroyed, along with the bad card.sandisk, you are asking a whole lot of your customers, and since this card has gone bad, i have had several other cards from them, go bad as well, seems to be a whole lot of cards being shipped that die in very short time periods. i used to love their products, and their older flash drives are great, still using a micro cruzer that is 6 years old, and going strong. i have not had one single microsd card, from this company, last more than three months, since i moved to the philippines. either they send their junk to the philippines, or they have dropped qc from their business model, to create higher profit margins. update 2 after emailing sandisk, and expressing my displeasure with having to return the item, intact, so that they can assess the card, and look at recover what ever personal information may have been stored on the card, they rescinded. i can only assume that they want to get the card back, to verify that it is bad, or make sure that you are not just trying to get a free card out of them, which i can understand. instead of requiring me to send the card back to them, they asked that i cut the card, and send a photo of the destroyed card, so they could process a new card, to be sent to me, directly in the philippines. i hammered them pretty hard in this review, and in the email i sent to them, regarding the bad card, and sometimes, you get results, in this case, i give them 5 stars for doing the right thing. i had no problem cutting the card, since it would not operate in any of my devices anyway, but i did have a problem returning the device, intact, with out knowing what information was stored on the card banking, amazon account info, passwords, ect. i would have just kept the card, destroyed it, and never bought another from sandisk. with their faith restoring gesture, i will not remove them from my list of companies to avoid. i just hope that they get better at qc. i returned another defective card to the retailer yesterday, only to find out that you must have the original packaging for a replacement. i was lucky to still have one of my packages, but since i bought several of the cards, i am not sure if i gave them the matching package for the card i returned.i would suggest that if you are like me, and have several devices 2 dslr's, galaxy tab2, galaxy note 2, sii, lg p920 , that you find a way to mark each card package, and keep the package, in the case that the card should go bad. i have had more than half of my sandisk 32gb cards, fail on me, in less than 6 months. i only buy them, because of the cards available in my area, these are the best, which is scary, with such a high failure rate."", 'if you look through the reviews you will see that this card seems to have both a failure rate and a incompatibility with some devices. i bought this card in november of 2012 and it worked great for a while. the card started failing in my galaxy note 2 in the beginning of january. after reformatting and trying the card in other devices it still does not work. please understand that this is not a user error but appear to be something wrong with the card itself. i have tried the card in 3 different phones. 1 with stock jelly bean, 1 with ice cream sandwich, and 1 with a cyanogenmod custom firmware. all 3 devices have problems and say blank sd card or unsupported filesystem . even formatting the card in both windows and using android do not seem to fix the issue. i was happy to find such a good price on a large microsd card but sadly it looks like you get what you pay for. it does appear that some people are having luck so it might be worth a gamble of 20 if you are feeling lucky. if you do buy this card it would be wise to double check your backup process to make sure you do not lose pictures or videos if you have this problem. i am glad i used dropbox for my phone so i did not lose any pictures or videos.', ""i installed this on my galaxy note 2 and it crashed after one month. lost all my pictures on the card. had it not been for google plus instant upload and redundant backup to dropbox all of the pictures would have been lost. i think i should get a refund but i did not keep the original packaging. i would not buy this, but if you do keep the packaging so you can return it. if you read most of the reviews you will see that a lot of people have had trouble with this card crashing. i don't think amazon should offer it as it hurts their overall customer satisfaction.""]"
295,sandisk is the best out there and this ultra is even better. smart phones seem to be going away with external memory so they can eventually start charging you for cloud storage.,"[""i have one in 3 phones, 2 samsung galaxy players my kids and 2 tablets. can't go wrong with sandisk they've never failed me."", 'sandisk is the best out there and this ultra is even better! currently using it on a dashcam i have installed in my vehicle. its a shame smart phones seem to be going away with external memory so they can eventually start charging you for cloud storage.']"
296,"i've put movies, music, sql server databases, and files on this card. they wanted 99 for a 64gb micro sd at best buy.","[""they wanted 99 for a 64gb micro sd at best buy. i've put movies, music, sql server databases, and files on this card and everything is working great!"", ""i couldn't put any files onto the card that were 62 5 gb. a little disappointing since i wanted to store movies on it, but i guess it's a limitation of the microsd hc technology.""]"
297,the sandisk 32 gb micro card with included adapter was exactly the right tool for the job. the card gives you the ability to store considerably more information in a neat small footprint - not every camera takes every card so you have to do some due diligence. if you do want to go with this card make sure it is compatible,"[""when i needed more video capacity for my canon camera, the sandisk 32 gb micro card with included adapter was exactly the right tool for the job !!i've had several sandisk memory cards in the past, with never a glitch of any kind.highly recommended !"", 'cameras are getting smaller and smaller at the same time their resolution is getting better and better. in order to take full advantage of your pixels, your files get larger and larger ultimately rendering small sized picture cards less handy. most cameras now let you take a mini movie which also eats up space quite quickly.this sandisk card gives you the ability to store considerably more information in a neat small footprint. if you do want to go with this card make sure it is compatible with your equipment. not every camera takes every card so you have to do some due diligence.', 'bought this for canon powershot n because it takes a micro. i always use ultra or extreme pro sandisk, since they are my preferred brand, and i like them for had video and continuous snapshots. no problems with the card, came with working adapter. happy with this purchase would and probably will buy more.']"
298,"ultra sandisk memory cards work perfectly and for photo work in high pixel count cameras cycle extremely quickly. contourroam2 camera says it shouldn't work with the camera, but i rely on it because of it's quality. never an issue purchased these to use in contour roam cameras.","['these ultra sandisk memory cards work perfectly and for photo work in high pixel count cameras cycle extremely quickly. the', ""i got the this memory card as a gift, to use it with my new contourroam2 camera, which according to a lot of users it shouldn't wouldn't work with the camera. even the technical team from contour told me they are not optimistic that ultra memories from sandisk work their camera. still it did for me!"", ""i use this in my midland action cam for hunting and fishing. i rely on sandisk because of it's quality. i have over a dozen different memory cards and of all the brands, i like sandisk the best. never an issue"", 'purchased these to use in contour roam cameras. records quality videos and downloads fast. highly recommend these cards for your micro sd card devices.', ""i'm using this card in my samsung camera and it works well capturing pictures fast even in continuous picture mode. the video capture is also unsurpassed with the 30mb s capability. i have never been disappointed with a sandisk card and this is no exception. good quality!""]"
299,"relative needed a new sd card, an upgrade from her 8gb. this is necessary because you need space storage in your phone. with this microsD card it is perfect for any phone!","['relative needed a new sd card, an upgrade from her 8gb and this did the trick. great for any phone.', 'this is necessary because you need space storage in your phone, and with this microsd card i have 64gb its perfect']"
300,"the supplied card with the r8 is 2gb, that only holds about 6 songs. solution get a larger capacity card and makes selecting, saving, and deleting projects faster. no problems after 1 month of use.","['a must have for those who listen to a lot of music on the go...wish they made a 128gb model.', 'the supplied card with the r8 is 2gb, that only holds about 6 songs. i had to keep deleting projects to make room for new ones. solution get a larger capacity card. it also makes selecting, saving, and deleting projects faster. no problems after 1 month of use.', 'man, this 128 122gb actually is amazing! i had a 64gb card and been transferring my apps to the external card and ran out of memory. with this bad boy, i can move anything i want, load it with tons of music and still have tons of space. highly recommended.']"
301,"this card has worked flawlessly in my phone for about three months. it's a class 10 card, but writing data to it still takes time to write to the card - but it doesn't freeze or loose anything in the phone.","['this card has worked flawlessly in my phone for about three months! i had an smaller and slower card in it that this replaced. when doing pictures and video you can definitely tell the difference in write speed between a class ten and four.', ""even though it's a class 10 card, writing data to it still takes a while. however, the card performs well in my phone. if you can get a good deal on this, you won't be disappointed."", 'get this for my hct phone it works great . not slow like some others i have had . but i didnt know about classes for memery cards with the othere ones . good card . done not freeze or loose anything']"
302,"i downloaded everything to my pc from my 8gig sd card, installed this one and then re loaded my data to this 32gig card. no complaints.","[""i purhased this thinking i was getting an amazing deal. the price was right, the product was not. after a few months i am unable to delete or add files, pics or music to this microsd card. i am only using 28gb of space on it. i cannot add anything, nor delete anything, it won't even allow me to format it and start fresh. i am not happy with this product and extremely disappointed. i use my phone a lot and store music and pictures on my phone for various purposes. i would recommend buying another 64gb microsd card. one that is more reliable."", 'i upgraded from my 8 gb sd to this one and it was great to have the extra space.no problems with it.i removed the sd card from my phone and copied the files up to my computer using the adapter that came with the new card. i copied the files to my new 32 gb microsdhc and installed it in my galaxy s4 and it worked great.i liked the color. makes it easier to see on my black desk.', 'i bought this new 32gb microsd card to replace an old 8gb microsd that had run out of space on my rooted htc inspire. it was easy to copy and paste from my computer and back to the new microsd card.', ""a no brainer here. copied the data off the old 16gb microsd, swapped the cards, put the data back on, and 'voila!' space constraints relieved!"", ""i noticed that i was constantly running out of space on my smartphone. i checked the sd card and it was a 16gb, but was about 98 full with pictures, music, and applications that i downloaded over time. i decided to get a bigger sd card for the phone. i researched online and found that my phone will support a 32gb card, so i bought this one. works great! all i had to do was copy and paste via my computer all the information from the old sd card ot this one. my smartphone picked it up right away and i didn't lose anything, and now i have twice as much room. i think the only thing i had to reset was my ring tones because the wave files i was using were on my old sd card, and somehow the link between ring tone and file didn't match up , but other than that, everything else worked fine."", 'moved all my 7.9 gigs of data from one sd card to this one and now i have plenty of room storage on my phone. i downloaded everything to my pc from my 8gig sd card, installed this one and then re loaded my data to this 32gig sd card. no complaints.']"
