cluster_id,summary,original_reviews
271,"sandisk is known for making great memory cards use it in my gopro. it's practical and very friendly, helps you to load as many recorded shots as possible.","['it is very good, thanks sandisk,you must have it with gopro cam to get the benefit of cam, yap.', 'for this special price i could not let them go.i bought a few cards for my phone, my gopro and my camera.... ideal', ""i bought 3 when they were on sale but i did buy 1 prior to the sell. i use it in my go pro and it works great. i can't compare to others tho because this is the only memory card i've used before"", 'great price at the time i purchased it sandisk is known for making great memory cards use it,in my gopro', ""use this all the time in the gopro. it's a great buy! super cool that it comes with a sd adapter too!"", 'a lot of memories. works fine with my gopro camera. i thought it was a little expensive but when i see the real price on a store, totally change my mind!', ""it's a must to have it once u got the gopro. practical and very friendly, helps u to load as many recorded shots as possible."", ""you'll need the added space once you start enjoying your new go pro ,so why not get the bigger storage anyway"", ""a necessity for the gopro i bought. this little guy holds all the info i need and makes for easy use. i'd recommend this little guy for anyone getting a gopro.""]"
272,"the samsung note 8 tablet has worked fine and hasn't fun into any kind of problem. inserted it into my galaxy 8 tablets, now it's complete.","['has worked fine, had no problems but i decided to move up to 64 gig and ordered one. i moved this one to a usb drive i have.', 'bought from bestbuy online the day it was announced. i have tested in my sony xperia z ultra and my 12inch samsung pro tablet.both work fine. shows 119gb available. only issue i have is that i paid 199.99 for it best buy will most likely match this though.', 'i have a samsung note 8 tablet and by adding this 64 gb sd card it saved me quite a bit as i did not have to move to 32 gb internal disk simply just slipped the 64 gb into sd slot and off we go.', ""i like my device to have enough storage so i finally purchased the 64gb version. formatted the card and haven't fun into any kind of problem. inserted it into my samsun galaxy 8 tablet, now it's complete.""]"
273,sandisk replaced the 2nd card in a week. it's not recognized in my android phone!,"[""received one didn't work. not readable on my mac or my win 7 pc. tried another retail packaging and is raw format and although my galaxy s3 sees it, it won't write or format and the computers don't pick it up either.taking the other person's 1 star review and trying a class 6. can't afford to lose data, not that i can write to these anyway. both went back."", ""the first few weeks after i bought this, i had some problems like my phone can't detect the micro sd card . i tried formatting or repairing the card, but no success. so i returned this to sandisk and they willingly replaced this in a week. no more questions asked. and since then, i'm still using the 2nd card that i received. no problems until now."", ""update i raised my star rating on this from 1 to 4 because of the customer service. i was able to get a replacement pretty easily. hopefully it will last longer!original review this item worked well while it lasted. i bought it in october 2012 for my tablet pc and then for an android smartphone. i did not make many transfers to the card, it was mostly reading files from it. now it is march 2013 and suddenly the card is no longer recognized in my android phone. it is no longer recognized on my other devices as well. i lost many photos and videos on the card because of it. i'm sure sandisk will exchange it for a new one, but this shouldn't be happening with a card that is less than a year old.""]"
274,the first micro was 'faulty' and returned it for re-installing it. the second was the charm of the new dr he's been able to use since it lost its ability to write a sd - and never got the replacement!,"['i had to return this and get another one, as the first was faulty. i hear this is semi common.must not have enough testing, i might suggest buying two and returning one if you are in desperate or sudden need of one of these chips, no matter what size.', 'major issues, bought from san disk but only worked briefly, now when i try to reformat it reports itself as a 30 meg removeable drive in both windows and macos not sure if its defective or a mislabeled one but got direct from amazon so just very disapointed. will stick with transcend from now on i think.', ""this is the second sandisk micro sd that i've had to return due to some sort of error. i am thinking i just have bad luck and hopefully 3rd time is the charm.during the time it was working properly, it seemed to be quick."", 'i owned one of these for a year before it lost its ability to write to itself. this was very disappointing, but not a deal breaker for me because san disk products are usually built to last. i believe i just received a bad one from the batch that mine came from.', 'received a defective one that did not want to format. returned it. bought a different brand instead although from past experience sandisk has been fine.', 'got a defective memory card. showed only 1 gb instead of the 64 gb. returned it for a replacement and never got the replacement! got my money back and went to walmart.']"
275,"memory card failed mysteriously overnight, not sure why. phone works fine with a different card.","['i purchased this to use in a samsung galaxy s3 phone. it worked fine for about a month, then the phone stopped recognizing it. i was able to copy my photos before the computer stopped recognizing it as well. sandisk replaced it under warranty and so far the new one has been fine.', 'memory card failed mysteriously overnight, not sure why, but phone works fine with a different card.here, four more words']"
276,samsung tablet went bad after 2 months. bought it for a'sandisk' which arrived busted. it is looking for home in another tablet.,"['replaced one that crapped out in my tablet taking most of my apps and a few hours of my time with it.', 'had it in my samsung tablet and it went bad after 2 months, wont let me reformat or read it or do anything with it. money down the drain.', 'bought this for a samsung tablet which arrived busted. the tablet long gone back.still got the sandisk which is looking for a home in a another tablet.']"
277,"amazon offers 34 frustration free 34 packaging for many of their products. it defaults on 34 frustrated free - 34 if you order the retail packaging option for you, then they repack it in plain brown cardboard to make it easier on the consumer. amazon ran a good deal on this 64gb microsdxc, so i","[""bought two separately.1 one was a frustration free package one was apparently a frustrating package. both came in similar packages stuffed in large yellow envelopes. don't really see the difference between the frustration free and frustrating one. the frustrating one just required scissors, no real attempt of making it a 34 greener 34 package was really attempted that i could tell , nor did it matter since it was put into a giant envelope anyway.2 one was sent usps, the other parcelpool. i've had bad experiences before with parcelpool as have many people apparently but i guess amazon gave them an earful because it actually arrived on time this time. the 34 tracking 34 for parcelpool is still a huge joke though.3 actual product it's a microsd card, it does exactly what it's supposed to do. no problems with it."", ""it took 6 days for me to get 2 of these cards when i made the order early in the morning normally that'll get my product to me the next evening. not six days later!be warned, this was the slowest shipping i've had for my paid prime account since i started. if you need these cards quickly, buy from a different seller."", ""i've seen several recent reviews complaining about not getting any packaging with their sd cards. one person even questioned if the card was new or not. amazon offers 34 frustration free 34 packaging for many of their products where they take care of opening it for you, then they repack it in plain brown cardboard to make it easier on the consumer. this card has the option to come in the retail packing, or in amazon's 34 frustration free 34 packaging. it's an ordering option, and it seems this option defaults on 34 frustration free 34 .if you order the retail packaging option, it will look just like it does on the store shelves."", ""i ordered this in a frustration free for, i don't really know why, and to my surprise the package was already open.amazon is trying to make my life so much easier that i won't even need to open anything anymore. ironymaybe someone messed with my card, maybe not, but i'm never ordering anything in frustration free package.i'll test the card and update the review.update after testing the card and contacting sandisk about it, i'm able to confirm that the card is authentic.the 3 star review reflect the packaging. i might not use it next time."", ""amazon ran a good deal on this 64gb microsdxc, so i jumped on the bandwagon. when it arrived i snapped a few photographs to test it out and it worked well...until i tried to retrieve the files. i don't know how, but it became corrupt and no longer would reformat or function in any of my devices. i exchanged it for a replacement through amazon and the new one works beyond my initial observations. browsing seems much faster than previous sdhc class 10 cards. thank you amazon for your immediate exchange. highly recommended for today's on the go data storage. original review was 2 stars, but after amazon's immediate replacement and great customer service i re rated to 5 stars.""]"
278,sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter. great micro card for my wife's moto defy xt - lots of breathing room to install apps and take pics and vids.,"[""works perfectly!!! couldn't ask for a better card and price was good too. got two one for each smart phone and my wife loves hers too finaly got lots of free space.sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card with adapter..."", 'bought this for my wife to use in her phone and it is fast and error free. some cards do not show up with the correct size but this one does.', ""great micro card for my wife's moto defy xt. lot of breathing room to install apps and take pics and vids.""]"
279,"the micro sd card was very well made it had great read and write speeds. it added gray amount of memory to my gs4 and was using in my new phone. this card is very fast making for seamless read & write of pictures, video and playback of music stored on the card.","['the micro sd card was very well made it had great read and write speeds and it added gray amount of memory to my samsung galaxy s4. really recommend this', 'got this to replace my old class 4 micro sd card in my new phone. plenty of space and very fast.', 'i upgraded a generic, small micro sd card i had on hand and was using in my gs4. this card is very fast making for seamless read and write of pictures, video and playback of music stored on the sd card. it works great which is exactly what i have come to expect from all sandisk products.', ""i was looking for the maximum storage i could add to my sd card slot on my samsung galaxy s4. while samsung only recommends using standard microsd cards, this microsdxc card works perfectly and offers great speeds. if you need a card to expand your galaxy s4's storage, this is the go to card for you."", 'this micro sd card works great in my galaxy s4. it doubled my storage space and is quick to respond. would definitely recommend to anyone who buys a new smart phone.']"
280,a good sized sd card for my new htc one m8. this one was priced well and has been working without glitches. it was exactly what he needed.,"['needed an inexpensive sd card for my new htc one m8 and this was a perfect choice. works perfectly and thus far have no issues at al with it.', 'i wanted a good sized sd card for my android phone. this one was priced well and has been working without a glitch.', 'i got this sd card for my phone. works well. no issues. it was cheap and exactly what i needed.', 'i bought my stepdaughter a galaxy phone, and i didnt want to spend the extra money to upgrade her phone from 16gb. this was cheap and works fine.']"
281,"i bought this card for my galaxy s3 back in october and it was dead by december. it has required reformatting three times which makes its utility useless as a storage device. this is ridiculous.do not buy this crap he hates it, it worked fine for 2 months and the after those 2","[""so this product is a large disappointment...bought it to use in my tablet but the card is forever getting corrupted....i've reformatted the card a few times but it's to the point now that even a reformat doesn't work.. wasted money...don't recommend purchasing."", 'this is a piece of crap. this is my 3rd card in 3 months. this is ridiculous.do not buy this crap', 'i hate it, it worked fine for 2 months and the after those 2 months it started with problems, first, every once and a while was not recognized by my device, and now 4 months after, i have to pull it out and then place it again in every hour.....it might have been just my microsd problem.... but i wont purchase one of this ever again', ""the card worked great at first. i've never had a problem with sandisk in the past but i bought this card for my galaxy s3 back in october and it was dead by december. i'm sorely disappointed by this purchase. maybe it's just a faulty card but my experience was terrible so this gets one star."", 'card has failed several times in the phone i installed it in. i purchased it for the phone where it has resided for a month. in that time, it has required reformatting three times which makes its utility useless as a storage device.', ""what can i say? this card just works. i'm honestly not a fan of sandisk since their 64gb ultra microsd died on me soon after my baby was born. i lost several weeks of photos, and i was quite angry.to be fair, they did send a new one after i sent them a photo of the old one snapped in half.""]"
282,"sandisk customer support was easy to work with and the products new and old are fast and worked great. when her's failed after 2 months, we figured it was just luck of the draw - now mine failed a bunch of photos videos i made sure to back up every few weeks but even so, she just lost some photos of","['my original two cards were manufactured in 2012 and over time started affecting the functionality of our phones. some internet research resulted in reading another review on amazon with similar problems and discussed to contact sandisk support for replacements due to a known silicon bug. the new cards arrived in about a week and we returned the old cards with the defects. only hassle was was trying to read the serial and date codes off of the car, but a phone with 4x zoom made it possible. sandisk customer support was easy to work with and the products new and old are fast and worked great.', ""bought 2 of these for the wife's my android phone. when her's failed after 2 months, we figured it was just luck of the draw. now mine failed after just over 4 months, losing a bunch of photos videos i made sure to back up every few weeks but even so, we just lost a bunch of photos of our 2 month newborn .clearly sandisk had a bad batch with this lot and as the return policy is horrible, i won't be buying any more sandisk, no matter how cheap when we bought them on sale around january 2013 they were over half the price of similar sd cards again, sandisk clearly knew they had a bad batch, shame on them for dumping them on the customer, no matter how cheap .while i would presumed they would have solved the problem in production, buy at your own risk, sandisk will sell product with ridiculous failure rate.edit after submitting my review i did some more research on other sites and the low star reviews here. sandisk is so clearly guilty of selling a defective product from the batch about 6 months ago. which as i said before, is when they put them on a super discount sale. they knew what they were doing and they are thumbing their nose at customers who just fell outside warrantee like myself .to knowingly sell your customer something that is going to fail at an unacceptable rate and then ignore them because it failed a little bit outside warrantee is just bad faith. i beg people considering buying this product to not do so, and thumb up the reviews warning of failures. it is only when companies lose sales do they reconsider not screwing their customers like this.personally i have bought several sandisk thumb drives, compactflash cards, and a sandisk mp3 player. the thumb drives were ok but i wouldn't buy another mp3 player from them it was buggy as hell . up until now i had an overall neutral to favorable opinion of them, not anymore.if you think i am overreacting, please just skim through a few pages submitted in springtime of 2013. there is at least one or more 6 months and it failed reviews per page."", ""the card was working great. i own quite a few for several of my devices. one that i bough in 2012 suddenly died. i went to the sandisk website and did a chat support. the tech tried some quick troubleshooting and after about five minutes asked for my info for an rma. the process was quick and easy. like i said, this one suddenly died, no idea why. luckily i didn't have anything important on it at the time. this is the only one i've ever had fail, and like i said, the rma process was a breeze. i really like these cards and the customer service was great. for reference, i run these cards in a samsung galaxy sii hercules 32 gb, motorola droid sholes 16 gb, motorola droid 3 solana 32 gb, samsung galaxy note 10.1 2012 gt n8013 32 gb, it was the note one that failed. i also have a gopro but i run the golden sandisk cards in that, but they are twice the price! i will continue to buy these cards regardless of this isolated incident."", ""i just called sandisk and they say they have a new card version that corrects the problem. 1 866 sandisk 726 3475 sandisk tech says that the new package will show that the card is made after march, 2013 don't know if that includes march, but probably does , and it should be corrected. some older than late 2012 reportedly are ok. who knows.they even say that they will provide a free ups return label.of course, you are taking a risk as to whether the problem is really fixed, so keep backups. i don't know what i would do."", 'update this card stopped working as of late february 2013, after only about 2 months of regular use. there are 492 similar complaints about this card now 493... and this is 17.5 of 1 star out of 2918 reviews... at first i thought it was my phone not being able to find it, or the card would often spontaneously dismount, and there were the frequent and repeated alerts for me to format the card. formatting the card only cured the problem for a day or two... plugged it into the desktop directly, and the same thing happened. got another card of another brand, and everything has been working well since early march 2013 with the other card. so it was not the phone but the card that is at fault. very poor longevity. the price is right, but at the end not worth it if you need to buy another card to replace it. amazon only covers 30 days..., so consider this a very expensive 60 day experiment if you are willing to try this brand of card... would not recommend.', 'i bought this on black friday last year and took a chance on it. what chance u say? i read some reviews that this card just actually stopped working for no reason and not due to abuse or misuse. i had this card in my acer iconia a500 and it just stopped working! even my computer doesnt recognize it. wtf sandisk?? this is an expensive part for this to occur. do not buy or if u do, be careful what u store on it! i only had music and movies on mine so nbd. but what if u had this in your phone with valuable pictures?', ""i thought this was a sure winner from the average 4.5 rating with thousands of reviews. but if you notice the bad reviews involve the card becoming unreliable after a couple weeks of use. typically people write reviews shortly after receiving the product. my card worked fine for 2 weeks and then started having problems. i re formatted the card, re inserted in the phone, removed the battery, every trick i could read about but the card still remained unreliable and the phone was thinking it was being removed at random times. so i stuck my olders, slower 8gb microsd card in, worked fine.i suspect one or both is happening with this card a some cards are defective but it takes some usage for them to start failing to where the user notices. b for some reason, this brand of card doesn't like certain devices, like my samsung galaxy s3my guess is i got a lemon, but i'm not chancing it to getting another one and will just move on to another reputable brand. you get what you pay for may be applicable here. but a lot of others did have success with this card. so ymmv.""]"
283,this card is faster than many others i use though. it can be used in syria or u.s.,"[""this card is fast! and cheap! i used it on my canon s100 camera to shoot raw format pictures and 1080 video and it worked flawlessly. i'm currently using it on my old mytouch phone for storage.great product, great price."", ""the card seems fast and it's a huge amount of storage for the price. it has worked flawlessly for a few months in a range of smartphones and cameras."", 'i have only had this card for a month so far so good. just got a new phone card no longer needed for that i am now using it for my camera, works great for that it is older cannon elph 5 mp and i get 1000 pics wiith this card.. read writes speeds are great in both phone and camera.', 'love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder.', 'this card is fast with no hang ups etc. price was very good. i installed in my phone and have many pictures and a few videos on it so far. would buy this card again in a heart beat.', 'this card has worked flawlessly in my phone for about three months! i had an smaller and slower card in it that this replaced. when doing pictures and video you can definitely tell the difference in write speed between a class ten and four.', 'super fast write speed makes using link2sd app work very well. moving music and other media to this card from cable or reader is also much faster and im not completely sure but i think i can take photos faster as well.', 'i use this in a 8 mp android phone, the speed of the card has significantly improved picture taking speeds.', 'this card performs much better than the lower class 4 and 6 cards i have used in the past. i have around 400 pictures on it, as well as quite a bit of other content. content loads very quickly on my android phone. very happy with this purchase.', 'not much more to say, really. work, is faster than my class 4 16gb card and provides the space to copy dslr photos when i hook the phone to my nikon 5100 with the usb host cable', 'this is the fastest sd card i ever own, 30mb s i recorded full hd videos... and this card help me a lot with it.', 'read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale.', ""super fast, keeps up with my camera speed. i have purchased 3 total and love every single one. wouldn't buy any other card."", 'this card is the fastest they make right now, the 32gb size is the upper limit that many phones and devices can handle like my droid x phone. i actually use it in my new rikomagic mk802 iii tv adapter and it works great.', 'this little card is great for all kinds of use, with quick write times and plenty of space. works like a dream in my phone.', ""this is the card you want for a high end smartphone or camera.no trouble setting it up. fast speeds transferring my old sdcard data back onto this one.don't hesitate, this is it."", 'this card is awesome and even seems to make my phone run faster, i would say that it is a must have for all!!!', ""i have this in my lg optimus f3 cell phone and i can't believe how fast the file transfer is. i can take pictures on this card as quickly as i can click the shutter button. i am very happy with the card and the price i paid for it."", 'i was amazed at the speed of this sd card on my smart phone the hd video no longer jumps and buffers while recording and the transfer time from pc to phone has decreased dramatically', ""this super speed card works great in my phone. i haven't had any problems with it since i bought the thing! i'm certainly able to record hd video right onto the card no problem. i recommend this for those who need quick data delivery to and from there external card. i recommend it!"", ""i saw the difference between this and another of 4gb that came with my digital camera, it's really faster than the other.now i'm using it in my smartphone without any problems so far."", ""i can't believe how much info you can fit on this little card. the transfer speeds are unbelievable. my phone camera is now always in burst mode because it copies the file so quickly."", 'this is a very fast card. i have 2 or 3 of them now, and have had them for a few years, and they are all still working.', 'installed this big baby in my s4 lay night and it is rocking and a rolling did first test think i got 26mb read which i am plenty happy with i was moving things onto the card also i think so not sure how much faster it can go computer i am sure it will be faster', ""i bought the sandisk ultra 64 gb for my new samsung galaxy s4. being that it's the faster type of memory i like to think it reads and writes fast. and i feel like it does, but it's in my phone so who knows. now for your highend dslr you'll notice a difference and be very pleased."", ""i recently upgraded from my trusty droid x to the samsung galaxy s4.given it's hi def videos and pictures i wanted a big and fast memory card.this faster card loads the gallery so much faster than one in the x.otherwise, it's a memory card and it works well."", 'you will notice that your camera, phone will work a lot faster. i was really surprised to see how much better all worked with this chip. you will be very happy.', 'love the storage space. my gs4 only has 16 gigabytes for storage and fills quickly. i just store all my media on the memory card now instead of on the internal memory. transfers go quick thanks to the great write speeds.', 'larger than move and was a high class.i use this on my s4 and works wonderfully.i store all images on sd take quck second to load but much faster and better than the last sd card i had which was a class 6', 'fast. however, im not sure if this card case is any more water proof than a normal card. i have been told all of them are water proof. i think this card is faster than several others i use though']"
284,sandisk ultra 32 gb will purchase 'a different brand next time' return for refund or replacement is not allowed. not good repeatedly self ejects from new galaxy b4 if returned for exchange or refund.,"['used for two months in samsung galaxy. fizzled then failed. i have never experienced a memory card or or flash drive failure until this sandisk ultra 32 gb. will purchase a different brand next time. return for refund or replacement is not allowed.', ""not good repeatedly self ejects from new galaxy s4 returned for exchange or refund....bought two one works well but one doesn't i guess is defective....i have two gal s4,..is why i bought 2..."", 'it worked great in my samsung galaxy s3, and then failed after 3 months. have tried contacting samsung via their warranty form on their website and i am not having any luck. i gave up and bought a different 32gb card from newegg.com hopefully that one lasts longer.']"
285,sandisk is sending me a new one. amazon replaced it at no additional charge. the second one is still working fine.,"[""i've had the item 12 months. i've always had minor problems. it just recently started freezing and rebooting my devices. 2 gs3's, currently s4. sandisk is sending me a new one."", 'i bought one but it died on my galaxy s4 but i sent it in to sand disk and they sent a brand new one.', 'sandisk finally admits that defective micro sd cards cause battery failure in the galaxy s3. i had mine about six months before it failed completely. i submitted complaint to sandisk and await their response.', 'seemed to work as advertised. but my first one failed abruptly after one week. my smartphone failed to 34 see 34 it. but amazon replaced it at no additional charge. the second one is still working fine. my smartphone is a samsung s4g.', 'i bought this card for my samsung galaxy s3. unfortunately it failed after 4 months. i contacted sandisk and they promptly sent me another. it has been going strong for 6 months.']"
286,"the card was on the strength of the 64gb xdsc sandisk in my phone right now. it worked fine, then dead, and the rest of it was unusable. the replacement sent by amazon thank you you are always excellent is sitting in her office right here, he should probably check it out.","[""i have an old sandisk sd card that still works. i thought their new cards would be just as reliable, but i was wrong.the microsd card failed yesterday inside my phone. i used the adapter to connect it to my computer, but it wouldn't mount.i bought this directly from amazon and not a third party vendor, so i know it's genuine sandisk."", 'i bought this card on the strength of the 64gb xdsc sandisk in my phone right now. it was a gift for a friend of mine and sadly it corrupted within minutes of first use.initially it worked fine, then dead. we checked in a laptop and windows disk management screen told me it had a single 128k partition and the rest was unusable. outstanding.the replacement sent by amazon thank you amazon, you are always excellent is sitting in my office right now, i should probably check it out.']"
287,card works great in my gopro hero 3 white edition. they are much cheaper than at best buy - and are a lot cheaper!,"[""ordered several of these as they are much cheaper then at best buy. use in my gopro and they work great. i prefer several 32gbs over 64gbs just in case they do get corrupted you aren't losing as much data."", ""card works great in my gopro hero 3 white edition. i did a 48 hour time lapse and had no issues whatsoever with corrupted data or missing files. i've always had good experiences with sandisk products and recommend them to everyone.""]"
288,32gb of storage works good for recording 1080p video. it works in my phone. the price was right.,"[""i didn't really need this for my phone but i figured i may as well get it. got to love 32gb of storage. works good for when recording 1080p video."", ""it's memory. it works in my phone. i can store files to it. the price was right. if you're looking for 32g, this will do just fine."", 'well i was almost going for less space memory for my sony xperia zl, but wow 32 gb of memory is a must these days i love my choice and this product works very good! excellent.', 'first, it is 64 gb. the volume is enough. in addition, it can fit every device for me. i love it.', ""it's 64gb and it's in my phone. really, that's all you need for a review. what more could you want? i have all my music, several movies and i can record stuff on camera at full hd without worrying about running out of space. no issues at all. did i mention it's 64gb?"", 'i wanted extra storage for my phone and this 16 gb is a perfect fit and the price was quite reasonable plus it comes from a quality manufacture of memory products.', 'i got it at a good price, and it is nice to have 64gb of extra space for media to use in my phone.']"
289,"customer service from sandisk made up for the faulty card. if the card failed, i would have given five stars, but it would not replace it - he's given one star! a customer has been able to get the replacement back to the customer despite the warranty period and the failure of the product issuing","[""i join the long list of customers who have had their sandisk die on them. customer service from sandisk has been helpful. they pay for ups shipping for the return and promise a 7 10 day turn around once the defective disk has been returned. still it's a pain to deal with and i lost some photographs.update sandisk sent me a replacement and it seems to be working. if the replacement goes bad, i'll be back to complain second update all is well with the replacement so i'm giving it three stars."", ""i just don't get what has happened to sandisk quality. it seems to have gone down over the years. this product was glitchy from day one. i thought it would be fine after a quick check disk, but then it only got worse. after less than a week i have to return it. what upsets me is that this is not my first bad experience with sandisk products. i used to buy them all the time, they were my brand of choice for flash memory cards or thumb drives . the last three products i have bought from them have had problems and failed either immediately or shortly after usage. so i give up. i will start looking to other companies for my memory needs. i bought a transcend to replace this. i hope it works out better."", ""i bought this a little under a year ago to use with my laptop. worked just as advertised for much of that time until it stopped letting me write or delete stuff from it could read just fine . i couldn't even format it. so it kinda just sat there for a while. after trying to format it a number of different ways, i finally contacted sandisk, and they said they will send me a replacement free of charge. i would have maybe given this a lower rating, but the customer service from sandisk made up for the faulty card. i am just glad it fell under a warranty period i think . had the card not failed, i would have given five stars. if sandisk wouldn't replace it, would have given one star. hopefully the latter doesn't happen to you"", ""just as with many other reviewers here, my card worked perfectly for the first week and a half, and then suddenly lost its format and could no longer be reformatted, while at the same time overheating dangerously. sandisk is currently issuing an rma to replace it, but i am worried that the replacement could also end up being defective. as is evident from the 1 star reviews here, the rate of such defects for these cards is about 10 , which to me seems like an absolutely unacceptable number for a memory card for a major manufacturer. and it's not like sandisk hasn't had a heads up on this problem the negative reviews have been there for quite a while. clean up your act, sandisk!"", ""do not put any important data in it. do not use it as a permanent storage to archive important files.it just failed after 1.5 months use i don't use it too much. just put all my digital pictures total about 30gb in it and carried in my wallet. i added some more pictures to the disk for a few time in november. tonight, when i insert it into my laptop, windows say cannot recognize the disk and said it must be formatted. i tried my macbook air and got the same. neither mac nor windows can read it. i formatted it and started to copy the 30 gb pictures again. the copy broke in half way. cancelled the copy, reinserted the disk and tried to resume the copy. windows said the volumn is back and told me i must run chkdsk. i ran chkdsk and retried the copy. still the same failure.i guess the disk has some problem and i don't bother recovering it, since it's not going to be reliable as i expected. very disappointed. thought sandisk is a very good brand. i use sandisk's cf card in my camera for years and it worked fine. i will fall back to use hard disk to backup my ditigal pictures.so it should be find to use this microsd disk to exchange some large file with friends. but don't put important data in it. be prepard that it can fail at any time.""]"
290,fast memory card with room to spare at an amazing price. suitable for lots of smart phone movies fastest storage available today imho!,"['a fast memory card with room to spare at an amazing price. suitable for lots of smart phone movies fastest storage available today imho!', 'i would recommend this memory card to anyone that has a cell phone, or a tablet pc. this memory card is fast and efficient.', 'if you need a good sd card this works perfect for you smart phones, has all the memory you will need, very fast transfer rate', 'very pleased with the speed and performance of this memory card. use it in both my camera and smart phone.', 'perfect memory card for cell phone use great amount of storage and has really good read write speeds. would recommend to others', 'this memory card is ultra fast in android phone its a bit costly but it works flawless it reads fast so pics, videos etc loads in bout 3 seconds or less highly recommended']"
291,the speed is superb too considering it's in a smartphone for the price. the bast for android phone is very fast and holds lots of stuff on it. you wont need anything bigger than this unless you are downloading tons of movies on your phone.,"[""a great performer for the price ... the capacity is limitless ... the speed is superb too considering it's in a smartphone"", 'for the price, this is the bast for android phone, very fast and holds alot of stuff on it.i would recomend this for phone or for camera', 'it is fast and a great deal. you wont need anything bigger than this unless you are downloading tons of movies on your phone. it does its job quite well.']"
292,i own multiple cards for my phones and devices and haven't ever had a problem. would buy them again if he ever needed one for another device. use them for local backup - no problems or complaints... this is my second purchase!,"[""i own multiple of these cards for my phones and devices and haven't ever had a problem. would buy again if i ever needed one for another device."", ""i use these for local backup i have 2 for redundancy . i've had no problems on any of my systems."", 'use these in every smartphone i have and have never had any issues with them. i would recommend these to anyone that needs good expansion in their phone.', 'purchased for my cell phone. no problems or complaints. this is my second purchase and so far so good. i have several sandisk products and have yet to complain.', ""i have 4 of these in use in different devices. i have had no issues with any of these cards, they're all still working great.""]"
293,sandisk is a great brand and it has failed within 6 months. it's made in china if that tells you anything. p.s. the memory cards fail on me in very short order.,"[""stopped working and could not reformat. didn't have good luck with this item or the vendor selling this item. hopefully just a bad one...sandisk is usually pretty good"", 'sandisk is a great brand and it has failed. i have purchased several of these so i think it was just bad luck. i am sure amazon will replace it.', ""i thought buying this directly from amazon would guarantee me an authentic sandisk. honestly, i'm not sure if i got an authentic one or not, but it's failed within 6 months. either it's not authentic or sandisk has really dropped the ball on quality. p.s. it's made in china if that tells you anything."", ""sandisk quality has failed me. moving on to another brand. i've had three of these memory cards fail on me in very short order.""]"
294,samsung says it is ok to get the card to stay in my galaxy 4.8. it can hold up to 32 GB too - but it doesn't lag at all if it's bad or not.,"['the unit shows 0 bytes, in a pc or the phone. it keeps dismounting also. i got a replacement and it did the same thing. not sure what is going on but it looks like a chinese counterfeit case. i have seen this happen more and more lately. amazon seems to be a major portal for these hings, it makes sense with a such a large retailer, they cant check everything.', ""it work great in my asus tablet for 3 months then it just completely died. it was not recognized by any of my devices. it had just died.i have rma'd it to sandisk. the prcess was painless and my replacement should arrive within a few days. they emailed me a return label thru ups and sent it off last week.when it worked the performance was great and access times were very fast. no lag in reading and writing data.if you get this just make sure you have a back up of your data incase of failure. had my tablet synced to my cloud service so i did not lose anything. i have purchased other sandisk items and have never had a issue."", ""i bought this with costco black friday deal and started using just a couple of days ago. today when i was transferring video files from my phone to the card, i wasn't able to because it stopped half way. now, nothing can be written on it.it was purchased from costco, so it's not a fake microsdhc card. i tested it out its authenticity with an app on google play and verified that it's real too. still, it's a piece junk. what is sandisk doing to its reputation?i would advise shopper to choose other brands over this. surely, it's cheap but would you rather lose all of the important files that you store in it?"", ""i bought this for my android phone and it kept stating media scanning over and over, even when the device was on or not even restarted. i thought it was the phone and was so annoyed. then did a search and found that several others got a duds from this same batch off amazon. so not only did i pay for this, now i have a useless 32gb card that refuses to hold music on my phone, or anywhere else. i loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. the phone can hold up to 32 gb too. if you don't believe me, go onto the sandisk message boards and look. it's a dud. so disappointing."", ""i haven't figured out yet if i'm a dummy or if i have a defective card. i don't know if the card is bad since i can't even get the card to stay in my samsung galaxy s4.8. the little card will go in the larger one won't but it won't stay in. if i put pressure on it the samsung says .. preparing sd card but as soon as i release pressure the samsung says .... card removed.this card came from a source outside of amazon and took way to long to get here. it arrived in a white envelope with no instructions. i'm very upset about this purchase as i've never had a problem before with either sandisk or amazon. i'll try to find someone with more experience than me to give this a try before i return it. i would have expected this to come in a package from sandisk, like other sandisk products i've bought in big box stores or from amazon but it did not.""]"
